Participant,Programme_Name_Participant_Is_Part_Of,Programme_ID
Minecraft Story Mode is Cool,Midocracy Sinkhole Vortex,307
Alkaloid Dream,Midocracy Sinkhole Vortex,307
DOUBLE DIP,Midocracy Sinkhole Vortex,307
Eat Dust,Midocracy Sinkhole Vortex,307
"Death, Taxes, & Advertisements",Alkaloid Dream,34
Weapons of Mass Seduction,Alkaloid Dream,34
A Cringe a Day Keeps Platform Capitalism Away,Alkaloid Dream,34
FAKE IT TILL YOU MAKE IT,Alkaloid Dream,34
The Meme Bootcamp,Alkaloid Dream,34
Minecraft Story Mode is Cool,Alkaloid Dream,34
Midocracy Sinkhole Vortex,Alkaloid Dream,34
DOUBLE DIP,Alkaloid Dream,34
Eat Dust,Alkaloid Dream,34
"Death, Taxes, & Advertisements",Alkaloid Dream,34
Weapons of Mass Seduction,Alkaloid Dream,34
A Cringe a Day Keeps Platform Capitalism Away,Alkaloid Dream,34
FAKE IT TILL YOU MAKE IT,Alkaloid Dream,34
The Meme Bootcamp,Alkaloid Dream,34
Minecraft Story Mode is Cool,Alkaloid Dream,34
Midocracy Sinkhole Vortex,Alkaloid Dream,34
DOUBLE DIP,Alkaloid Dream,34
Eat Dust,Alkaloid Dream,34
"Death, Taxes, & Advertisements",DOUBLE DIP,144
Weapons of Mass Seduction,DOUBLE DIP,144
A Cringe a Day Keeps Platform Capitalism Away,DOUBLE DIP,144
FAKE IT TILL YOU MAKE IT,DOUBLE DIP,144
The Meme Bootcamp,DOUBLE DIP,144
Minecraft Story Mode is Cool,DOUBLE DIP,144
Alkaloid Dream,DOUBLE DIP,144
Midocracy Sinkhole Vortex,DOUBLE DIP,144
Eat Dust,DOUBLE DIP,144
"Death, Taxes, & Advertisements",DOUBLE DIP,144
Weapons of Mass Seduction,DOUBLE DIP,144
A Cringe a Day Keeps Platform Capitalism Away,DOUBLE DIP,144
FAKE IT TILL YOU MAKE IT,DOUBLE DIP,144
The Meme Bootcamp,DOUBLE DIP,144
Minecraft Story Mode is Cool,DOUBLE DIP,144
Alkaloid Dream,DOUBLE DIP,144
Midocracy Sinkhole Vortex,DOUBLE DIP,144
Eat Dust,DOUBLE DIP,144
"Death, Taxes, & Advertisements",Eat Dust,158
Weapons of Mass Seduction,Eat Dust,158
A Cringe a Day Keeps Platform Capitalism Away,Eat Dust,158
FAKE IT TILL YOU MAKE IT,Eat Dust,158
The Meme Bootcamp,Eat Dust,158
Minecraft Story Mode is Cool,Eat Dust,158
Alkaloid Dream,Eat Dust,158
Midocracy Sinkhole Vortex,Eat Dust,158
DOUBLE DIP,Eat Dust,158
"Death, Taxes, & Advertisements",Eat Dust,158
Weapons of Mass Seduction,Eat Dust,158
A Cringe a Day Keeps Platform Capitalism Away,Eat Dust,158
FAKE IT TILL YOU MAKE IT,Eat Dust,158
The Meme Bootcamp,Eat Dust,158
Minecraft Story Mode is Cool,Eat Dust,158
Alkaloid Dream,Eat Dust,158
Midocracy Sinkhole Vortex,Eat Dust,158
DOUBLE DIP,Eat Dust,158
Women & Design - Market and talks,Comfort Me Please,100
Mahjouba Motor,Comfort Me Please,100
BYBORRE x The Social Hub present The Elephant in the Room,Comfort Me Please,100
In Season,Comfort Me Please,100
Travelers collection,Comfort Me Please,100
Women & Design - Market and talks,Comfort Me Please,100
Mahjouba Motor,Comfort Me Please,100
BYBORRE x The Social Hub present The Elephant in the Room,Comfort Me Please,100
In Season,Comfort Me Please,100
Travelers collection,Comfort Me Please,100
Solar Sands - Lighting Collection,Ribbed,377
OlgaFlór JBGambier MayaLeroy TomJacobs AlexWerth,Ribbed,377
Lightscapes,Ribbed,377
IKONIC - Playful design,Ribbed,377
MESSMERIZING_CURIOSITY SETS THINGS IN MOTION,Ribbed,377
Solar Sands - Lighting Collection,Ribbed,377
OlgaFlór JBGambier MayaLeroy TomJacobs AlexWerth,Ribbed,377
Lightscapes,Ribbed,377
IKONIC - Playful design,Ribbed,377
MESSMERIZING_CURIOSITY SETS THINGS IN MOTION,Ribbed,377
Garbage bin house,The Green Clean / De groene schoonmaak,440
1m2 Collective at Sectie-C,The Green Clean / De groene schoonmaak,440
BA Jewellery + MA Design & Future Making,The Green Clean / De groene schoonmaak,440
In Season,The Green Clean / De groene schoonmaak,440
1m2 Collective,The Green Clean / De groene schoonmaak,440
Garbage bin house,The Green Clean / De groene schoonmaak,440
1m2 Collective at Sectie-C,The Green Clean / De groene schoonmaak,440
BA Jewellery + MA Design & Future Making,The Green Clean / De groene schoonmaak,440
In Season,The Green Clean / De groene schoonmaak,440
1m2 Collective,The Green Clean / De groene schoonmaak,440
CircleFarm : The community garden,Will Water Want,507
Growable Graphics,Will Water Want,507
Possession to Nature,Will Water Want,507
Heel de Wereldboom,Will Water Want,507
The ManyTree,Will Water Want,507
CircleFarm : The community garden,Will Water Want,507
Growable Graphics,Will Water Want,507
Possession to Nature,Will Water Want,507
Heel de Wereldboom,Will Water Want,507
The ManyTree,Will Water Want,507
Travelers collection,Divide Unite,138
Evolving Harmony – intertwining Hope and Design,Divide Unite,138
Reflections to reflections,Divide Unite,138
STUDIO RENS,Divide Unite,138
Wearable Tapestries,Divide Unite,138
Travelers collection,Divide Unite,138
Evolving Harmony – intertwining Hope and Design,Divide Unite,138
Reflections to reflections,Divide Unite,138
STUDIO RENS,Divide Unite,138
Wearable Tapestries,Divide Unite,138
1m2 Collective at Sectie-C,Heel de Wereldboom,229
1m2 Collective,Heel de Wereldboom,229
The space between us,Heel de Wereldboom,229
The Sidequest Rave,Heel de Wereldboom,229
Growable Graphics,Heel de Wereldboom,229
1m2 Collective at Sectie-C,Heel de Wereldboom,229
1m2 Collective,Heel de Wereldboom,229
The space between us,Heel de Wereldboom,229
The Sidequest Rave,Heel de Wereldboom,229
Growable Graphics,Heel de Wereldboom,229
Cycleau,Cycleau,113
Cycleau,Cycleau,114
Possession to Nature,Resting Reef: Restoring life through death,375
Terra Firma,Resting Reef: Restoring life through death,375
Heel de Wereldboom,Resting Reef: Restoring life through death,375
Dommel Vibes,Resting Reef: Restoring life through death,375
Future Repair Machine,Resting Reef: Restoring life through death,375
Possession to Nature,Resting Reef: Restoring life through death,375
Terra Firma,Resting Reef: Restoring life through death,375
Heel de Wereldboom,Resting Reef: Restoring life through death,375
Dommel Vibes,Resting Reef: Restoring life through death,375
Future Repair Machine,Resting Reef: Restoring life through death,375
The Sidequest Rave,Learning innovation,280
1m2 Collective,Learning innovation,280
1m2 Collective at Sectie-C,Learning innovation,280
Garbage bin house,Learning innovation,280
Over mening valt niet te twisten,Learning innovation,280
The Sidequest Rave,Learning innovation,280
1m2 Collective,Learning innovation,280
1m2 Collective at Sectie-C,Learning innovation,280
Garbage bin house,Learning innovation,280
Over mening valt niet te twisten,Learning innovation,280
The space between us,Garbage bin house,210
1m2 Collective,Garbage bin house,210
Future Repair Machine,Garbage bin house,210
1m2 Collective at Sectie-C,Garbage bin house,210
BA Jewellery + MA Design & Future Making,Garbage bin house,210
The space between us,Garbage bin house,210
1m2 Collective,Garbage bin house,210
Future Repair Machine,Garbage bin house,210
1m2 Collective at Sectie-C,Garbage bin house,210
BA Jewellery + MA Design & Future Making,Garbage bin house,210
Mahjouba Motor,BA Jewellery + MA Design & Future Making,52
Artificial Nature,BA Jewellery + MA Design & Future Making,52
The space between us,BA Jewellery + MA Design & Future Making,52
Roots collection,BA Jewellery + MA Design & Future Making,52
| STEVEN BANKEN |,BA Jewellery + MA Design & Future Making,52
Mahjouba Motor,BA Jewellery + MA Design & Future Making,52
Artificial Nature,BA Jewellery + MA Design & Future Making,52
The space between us,BA Jewellery + MA Design & Future Making,52
Roots collection,BA Jewellery + MA Design & Future Making,52
| STEVEN BANKEN |,BA Jewellery + MA Design & Future Making,52
Komorebi,Space Invaders,407
The space between us,Space Invaders,407
Harmony of meetings / De Ontmoeting,Space Invaders,407
Pavilion Encounter Iced Sound,Space Invaders,407
Disembodied voices from beyond the horizon,Space Invaders,407
Komorebi,Space Invaders,407
The space between us,Space Invaders,407
Harmony of meetings / De Ontmoeting,Space Invaders,407
Pavilion Encounter Iced Sound,Space Invaders,407
Disembodied voices from beyond the horizon,Space Invaders,407
Exploring Posthumanist Design through Making,Research to Reconnect,373
The Language of Sustainability,Research to Reconnect,373
German Design Graduates,Research to Reconnect,373
Good Industrial Design Top 100 2023,Research to Reconnect,373
Future > Factory > Furniture >,Research to Reconnect,373
Exploring Posthumanist Design through Making,Research to Reconnect,373
The Language of Sustainability,Research to Reconnect,373
German Design Graduates,Research to Reconnect,373
Good Industrial Design Top 100 2023,Research to Reconnect,373
Future > Factory > Furniture >,Research to Reconnect,373
Good Industrial Design Top 100 2023,Living Coffin,293
The Language of Sustainability,Living Coffin,293
Bioluminescence,Living Coffin,293
German Design Graduates,Living Coffin,293
Spore Arcade,Living Coffin,293
Good Industrial Design Top 100 2023,Living Coffin,293
The Language of Sustainability,Living Coffin,293
Bioluminescence,Living Coffin,293
German Design Graduates,Living Coffin,293
Spore Arcade,Living Coffin,293
Designing Sustainable North Stars,The Language of Sustainability,444
Designing with composite material waste,The Language of Sustainability,444
Wings for Aid,The Language of Sustainability,444
Designing Sustainable North Stars,The Language of Sustainability,444
Designing with composite material waste,The Language of Sustainability,444
Wings for Aid,The Language of Sustainability,444
C.O.W.,German Design Graduates,214
Designed to die,German Design Graduates,214
Supportive Learning About Cardiogenesis Using Virtual Reality,German Design Graduates,214
Green Shade,German Design Graduates,214
FRIDIs Toolkit,German Design Graduates,214
Boob Talk,German Design Graduates,214
Calm in crisis,German Design Graduates,214
Poscura,German Design Graduates,214
Inclusive Product Design,German Design Graduates,214
“How political are the police?”,German Design Graduates,214
Velocity,German Design Graduates,214
PFDMLEO,German Design Graduates,214
Agency for Unseen Sights,German Design Graduates,214
Link the system,German Design Graduates,214
Lana,German Design Graduates,214
Vruit,German Design Graduates,214
Bücheria,German Design Graduates,214
Founding an Interspecies Design Studio,German Design Graduates,214
algae,German Design Graduates,214
Unwhite,German Design Graduates,214
artikel.drei,German Design Graduates,214
The Essence of Biocement,German Design Graduates,214
Toxic Legacies,German Design Graduates,214
Toast,German Design Graduates,214
C.O.W.,German Design Graduates,214
Designed to die,German Design Graduates,214
Supportive Learning About Cardiogenesis Using Virtual Reality,German Design Graduates,214
Green Shade,German Design Graduates,214
FRIDIs Toolkit,German Design Graduates,214
Boob Talk,German Design Graduates,214
Calm in crisis,German Design Graduates,214
Poscura,German Design Graduates,214
Inclusive Product Design,German Design Graduates,214
“How political are the police?”,German Design Graduates,214
Velocity,German Design Graduates,214
PFDMLEO,German Design Graduates,214
Agency for Unseen Sights,German Design Graduates,214
Link the system,German Design Graduates,214
Lana,German Design Graduates,214
Vruit,German Design Graduates,214
Bücheria,German Design Graduates,214
Founding an Interspecies Design Studio,German Design Graduates,214
algae,German Design Graduates,214
Unwhite,German Design Graduates,214
artikel.drei,German Design Graduates,214
The Essence of Biocement,German Design Graduates,214
Toxic Legacies,German Design Graduates,214
Toast,German Design Graduates,214
Design approach for social transitions,Ministerie van OCW x Ideate,310
In search for relatable futures,Ministerie van OCW x Ideate,310
Weave,Ministerie van OCW x Ideate,310
Change!,Ministerie van OCW x Ideate,310
Spiritus Ludi - Spirit of the Game in Esports,Ministerie van OCW x Ideate,310
Design approach for social transitions,Ministerie van OCW x Ideate,310
In search for relatable futures,Ministerie van OCW x Ideate,310
Weave,Ministerie van OCW x Ideate,310
Change!,Ministerie van OCW x Ideate,310
Spiritus Ludi - Spirit of the Game in Esports,Ministerie van OCW x Ideate,310
In search for relatable futures,It giet oan!,262
Foundation We Are,It giet oan!,262
Gendertaal,It giet oan!,262
Intelligentie Ontleed,It giet oan!,262
Design approach for social transitions,It giet oan!,262
In search for relatable futures,It giet oan!,262
Foundation We Are,It giet oan!,262
Gendertaal,It giet oan!,262
Intelligentie Ontleed,It giet oan!,262
Design approach for social transitions,It giet oan!,262
Intelligentie Ontleed,Gendertaal,213
In search for relatable futures,Gendertaal,213
It giet oan!,Gendertaal,213
Foundation We Are,Gendertaal,213
The smallest desk for the biggest challenges,Gendertaal,213
Intelligentie Ontleed,Gendertaal,213
In search for relatable futures,Gendertaal,213
It giet oan!,Gendertaal,213
Foundation We Are,Gendertaal,213
The smallest desk for the biggest challenges,Gendertaal,213
Cocoon,Dickpic Photobooth,135
the Value of a Material World,Dickpic Photobooth,135
Felled Tree - Labyrinth of memories,Dickpic Photobooth,135
LIMINAL,Dickpic Photobooth,135
Dutch Design Wijk,Dickpic Photobooth,135
De Frontlinie,Dickpic Photobooth,135
EGO DEATH,Dickpic Photobooth,135
MyTinderProject,Dickpic Photobooth,135
Shadow Dwellers,Dickpic Photobooth,135
Sounding Ocean - Deep Sea Mining,Dickpic Photobooth,135
Water Phenomena,Dickpic Photobooth,135
Changeable Movement,Dickpic Photobooth,135
ALIVE - Fashioncreations of prepared and living plants,Dickpic Photobooth,135
VitaLISJE,Dickpic Photobooth,135
Time flies but I fly higher,Dickpic Photobooth,135
On An Obsolescence Rescue,Dickpic Photobooth,135
Julian Assange - Actors of a Persecution,Dickpic Photobooth,135
Design for a Heavy Future,Dickpic Photobooth,135
Kannonenvoer22 / FODDER22,Dickpic Photobooth,135
D@ N@T STAND@ MY GRAVE AND WEEP,Dickpic Photobooth,135
We Never Change,Dickpic Photobooth,135
Verwonderwezens,Dickpic Photobooth,135
Alternative Openings,Dickpic Photobooth,135
The Invisibility of Things,Dickpic Photobooth,135
Inter Scope,Dickpic Photobooth,135
Rediscover Your Rythm,Dickpic Photobooth,135
Pol/der (vriens),Dickpic Photobooth,135
aBiogenesis,Dickpic Photobooth,135
You are the U in U-niverse,Dickpic Photobooth,135
A New World - tarot performance,Dickpic Photobooth,135
Entanglement in Machine Learning,Dickpic Photobooth,135
What A Beautiful Day to Cancel Somebody,Dickpic Photobooth,135
Cocoon,Dickpic Photobooth,135
the Value of a Material World,Dickpic Photobooth,135
Felled Tree - Labyrinth of memories,Dickpic Photobooth,135
LIMINAL,Dickpic Photobooth,135
Dutch Design Wijk,Dickpic Photobooth,135
De Frontlinie,Dickpic Photobooth,135
EGO DEATH,Dickpic Photobooth,135
MyTinderProject,Dickpic Photobooth,135
Shadow Dwellers,Dickpic Photobooth,135
Sounding Ocean - Deep Sea Mining,Dickpic Photobooth,135
Water Phenomena,Dickpic Photobooth,135
Changeable Movement,Dickpic Photobooth,135
ALIVE - Fashioncreations of prepared and living plants,Dickpic Photobooth,135
VitaLISJE,Dickpic Photobooth,135
Time flies but I fly higher,Dickpic Photobooth,135
On An Obsolescence Rescue,Dickpic Photobooth,135
Julian Assange - Actors of a Persecution,Dickpic Photobooth,135
Design for a Heavy Future,Dickpic Photobooth,135
Kannonenvoer22 / FODDER22,Dickpic Photobooth,135
D@ N@T STAND@ MY GRAVE AND WEEP,Dickpic Photobooth,135
We Never Change,Dickpic Photobooth,135
Verwonderwezens,Dickpic Photobooth,135
Alternative Openings,Dickpic Photobooth,135
The Invisibility of Things,Dickpic Photobooth,135
Inter Scope,Dickpic Photobooth,135
Rediscover Your Rythm,Dickpic Photobooth,135
Pol/der (vriens),Dickpic Photobooth,135
aBiogenesis,Dickpic Photobooth,135
You are the U in U-niverse,Dickpic Photobooth,135
A New World - tarot performance,Dickpic Photobooth,135
Entanglement in Machine Learning,Dickpic Photobooth,135
What A Beautiful Day to Cancel Somebody,Dickpic Photobooth,135
Travelers collection,Mahjouba Motor,297
BA Jewellery + MA Design & Future Making,Mahjouba Motor,297
Antifragile Ceramics,Mahjouba Motor,297
Eye Candy,Mahjouba Motor,297
Open Studio Gasfabriek 20,Mahjouba Motor,297
Travelers collection,Mahjouba Motor,297
BA Jewellery + MA Design & Future Making,Mahjouba Motor,297
Antifragile Ceramics,Mahjouba Motor,297
Eye Candy,Mahjouba Motor,297
Open Studio Gasfabriek 20,Mahjouba Motor,297
Cocoon,Rediscover Your Rythm,
the Value of a Material World,Rediscover Your Rythm,
Felled Tree - Labyrinth of memories,Rediscover Your Rythm,
LIMINAL,Rediscover Your Rythm,
Dutch Design Wijk,Rediscover Your Rythm,
De Frontlinie,Rediscover Your Rythm,
EGO DEATH,Rediscover Your Rythm,
MyTinderProject,Rediscover Your Rythm,
Shadow Dwellers,Rediscover Your Rythm,
Sounding Ocean - Deep Sea Mining,Rediscover Your Rythm,
Water Phenomena,Rediscover Your Rythm,
Changeable Movement,Rediscover Your Rythm,
ALIVE - Fashioncreations of prepared and living plants,Rediscover Your Rythm,
VitaLISJE,Rediscover Your Rythm,
Time flies but I fly higher,Rediscover Your Rythm,
On An Obsolescence Rescue,Rediscover Your Rythm,
Julian Assange - Actors of a Persecution,Rediscover Your Rythm,
Design for a Heavy Future,Rediscover Your Rythm,
Kannonenvoer22 / FODDER22,Rediscover Your Rythm,
D@ N@T STAND@ MY GRAVE AND WEEP,Rediscover Your Rythm,
We Never Change,Rediscover Your Rythm,
Verwonderwezens,Rediscover Your Rythm,
Alternative Openings,Rediscover Your Rythm,
The Invisibility of Things,Rediscover Your Rythm,
Inter Scope,Rediscover Your Rythm,
Dickpic Photobooth,Rediscover Your Rythm,
Pol/der (vriens),Rediscover Your Rythm,
aBiogenesis,Rediscover Your Rythm,
You are the U in U-niverse,Rediscover Your Rythm,
A New World - tarot performance,Rediscover Your Rythm,
Entanglement in Machine Learning,Rediscover Your Rythm,
What A Beautiful Day to Cancel Somebody,Rediscover Your Rythm,
Cocoon,Rediscover Your Rythm,
the Value of a Material World,Rediscover Your Rythm,
Felled Tree - Labyrinth of memories,Rediscover Your Rythm,
LIMINAL,Rediscover Your Rythm,
Dutch Design Wijk,Rediscover Your Rythm,
De Frontlinie,Rediscover Your Rythm,
EGO DEATH,Rediscover Your Rythm,
MyTinderProject,Rediscover Your Rythm,
Shadow Dwellers,Rediscover Your Rythm,
Sounding Ocean - Deep Sea Mining,Rediscover Your Rythm,
Water Phenomena,Rediscover Your Rythm,
Changeable Movement,Rediscover Your Rythm,
ALIVE - Fashioncreations of prepared and living plants,Rediscover Your Rythm,
VitaLISJE,Rediscover Your Rythm,
Time flies but I fly higher,Rediscover Your Rythm,
On An Obsolescence Rescue,Rediscover Your Rythm,
Julian Assange - Actors of a Persecution,Rediscover Your Rythm,
